#HeroicDeathPlus Data Log - This file stores serialized data on player deaths in the following order:
#HeroicDeathPlus ??? - ???? ???? ???????? ?????? ? ??????? ? ????? ???????:
#Victim|Killer|Murder Weapon|Cause of Death|Location|Timestamp|Death Message
#??????|??????|?????? ????????|??????? ??????|??????????????|?????|????????? ? ??????
#Murder weapon is in the format TypeIDxData, so Red Wool would be 35x14
#Location is in the format (x, y, z), and represents where the victim died.
maxfly77|||FIRE|Arene (678.0,36.0,-20.0)|06/10/2013 13:20:33 CEST|maxfly77 forgot how to stop, drop and roll
ziboul50|||LAVA|Arene (698.0,35.0,-10.0)|06/10/2013 13:21:01 CEST|ziboul50 est tombe dans la lave ...
maxfly77|||FALL|Arene (698.0,47.0,11.0)|06/10/2013 13:21:19 CEST|maxfly77 as des ailes defaillantes ...
maxfly77|||FIRE_TICK|Arene (685.0,79.0,-21.0)|06/10/2013 13:22:03 CEST|maxfly77 a ete brule a mort !
maxfly77|||FALL|Arene (648.0,46.0,-22.0)|06/10/2013 13:22:58 CEST|maxfly77 as plonger la tete la premiere sur de la pierre ....
ziboul50|maxfly77|261x125|PROJECTILE|Arene (687.0,79.0,-47.0)|06/10/2013 13:24:17 CEST|maxfly77 a tue ziboul50 avec bow & arrow
ziboul50|Zombie||ENTITY_ATTACK|Arene (692.0,79.0,-43.0)|06/10/2013 13:24:41 CEST|ziboul50 a ete tuee par un Zombie
maxfly77|||LAVA|Arene (682.0,43.0,-52.0)|06/10/2013 13:24:45 CEST|maxfly77 as confondus eau et lave ...
maxfly77|ziboul50|267x46|ENTITY_ATTACK|Arene (672.0,79.0,-29.0)|06/10/2013 13:25:45 CEST|ziboul50 a tue maxfly77 avec iron sword
ziboul50|||LAVA|Arene (682.0,43.0,-7.0)|06/10/2013 13:26:44 CEST|ziboul50 est tombe dans la lave ...
ziboul50|||FIRE_TICK|Arene (693.0,79.0,-1.0)|06/10/2013 13:27:16 CEST|ziboul50 a ete brule a mort !
maxfly77|||FIRE_TICK|Arene (692.0,79.0,6.0)|06/10/2013 13:27:46 CEST|maxfly77 a ete brule a mort !
maxfly77|Zombie||ENTITY_ATTACK|Arene (709.0,79.0,-27.0)|06/10/2013 13:28:24 CEST|maxfly77 a ete tuee par un Zombie
ziboul50|maxfly77|261x-106|PROJECTILE|Arene (696.0,79.0,2.0)|06/10/2013 13:28:24 CEST|maxfly77 a tue ziboul50 avec bow & arrow
ziboul50|maxfly77|261x-101|PROJECTILE|Arene (682.0,79.0,-23.0)|06/10/2013 13:29:14 CEST|maxfly77 a tue ziboul50 avec bow & arrow
maxfly77|||FIRE_TICK|Arene (674.0,80.0,-33.0)|06/10/2013 13:29:17 CEST|maxfly77 forgot how to stop, drop and roll
ziboul50|||LAVA|Arene (697.0,36.0,-53.0)|06/10/2013 13:29:41 CEST|ziboul50 as confondus eau et lave ...
ziboul50|||FALL|Magellan (435.0,81.0,203.0)|06/10/2013 13:48:38 CEST|ziboul50 as des ailes defaillantes ...
ziboul50|||FALL|Magellan (436.0,127.0,197.0)|06/10/2013 13:48:59 CEST|ziboul50 as des ailes defaillantes ...
ziboul50|||FALL|Magellan (433.0,64.0,193.0)|06/10/2013 13:50:27 CEST|ziboul50 as des ailes defaillantes ...
mineur|||FALL|Magellan (433.0,64.0,194.0)|06/10/2013 13:50:35 CEST|mineur as des ailes defaillantes ...
ziboul50|||FALL|Magellan (423.0,73.0,195.0)|06/10/2013 13:50:45 CEST|ziboul50 as des ailes defaillantes ...
Fushiin|Skeleton||PROJECTILE|Magellan (-11.0,64.0,883.0)|06/10/2013 16:28:10 CEST|Fushiin a ete tuee par un Skeleton
Maniacraft|Skeleton||PROJECTILE|Magellan (-23.0,65.0,95.0)|06/10/2013 17:26:47 CEST|Maniacraft a ete tuee par un Skeleton
tom98sda|||LAVA|Arene (693.0,35.0,-6.0)|06/10/2013 17:29:28 CEST|tom98sda as nage dans la lave ....
Maniacraft|||LAVA|Arene (699.0,39.0,-60.0)|06/10/2013 17:30:22 CEST|Maniacraft est tombe dans la lave ...
tom98sda|||FALL|Arene (704.0,52.0,13.0)|06/10/2013 17:30:59 CEST|tom98sda as des ailes defaillantes ...
tom98sda|||LAVA|Arene (685.0,34.0,-22.0)|06/10/2013 17:32:03 CEST|tom98sda est tombe dans la lave ...
Maniacraft|||LAVA|Arene (683.0,38.0,-50.0)|06/10/2013 17:32:41 CEST|Maniacraft est tombe dans la lave ...
tom98sda|||LAVA|Arene (688.0,37.0,-13.0)|06/10/2013 17:32:58 CEST|tom98sda as confondus eau et lave ...
Maniacraft|Zombie||ENTITY_ATTACK|Arene (660.0,79.0,-54.0)|06/10/2013 17:36:22 CEST|Maniacraft a ete tuee par un Zombie
Maniacraft|||LAVA|Arene (682.0,35.0,-26.0)|06/10/2013 17:39:04 CEST|Maniacraft as confondus eau et lave ...
thomas1317|||LAVA|Arene (686.0,35.0,-36.0)|06/10/2013 17:48:24 CEST|thomas1317 est tombe dans la lave ...
thomas1317|||LAVA|Arene (714.0,36.0,-36.0)|06/10/2013 17:50:42 CEST|thomas1317 as nage dans la lave ....
Maniacraft|Zombie||ENTITY_ATTACK|Arene (715.0,79.0,-49.0)|06/10/2013 17:51:09 CEST|Maniacraft a ete tuee par un Zombie
thomas1317|crafter200|267x4|ENTITY_ATTACK|Arene (690.0,79.0,-25.0)|06/10/2013 17:51:39 CEST|crafter200 a tue thomas1317 avec iron sword
crafter200|||LAVA|Arene (684.0,35.0,-13.0)|06/10/2013 17:52:03 CEST|crafter200 as confondus eau et lave ...
Maniacraft|||VOID|Arene (-198.0,-144.0,257.0)|06/10/2013 17:54:03 CEST|Maniacraft est tombe dans le vide !
Pixelboum|||VOID|Arene (-198.0,-195.0,257.0)|06/10/2013 17:54:57 CEST|Pixelboum est tombe dans le vide !
gotobe_2000|||LAVA|Arene (678.0,34.0,-25.0)|06/10/2013 17:58:16 CEST|gotobe_2000 as nage dans la lave ....
TheKamilow|||LAVA|Arene (671.0,38.0,-56.0)|06/10/2013 17:59:19 CEST|TheKamilow as nage dans la lave ....
gotobe_2000|||FIRE|Arene (722.0,35.0,-12.0)|06/10/2013 17:59:19 CEST|gotobe_2000 a ete brule a mort !
gotobe_2000|||LAVA|Arene (685.0,34.0,-27.0)|06/10/2013 18:00:14 CEST|gotobe_2000 as nage dans la lave ....
gotobe_2000|||LAVA|Arene (686.0,32.0,-41.0)|06/10/2013 18:00:54 CEST|gotobe_2000 as nage dans la lave ....
TheKamilow|gotobe_2000|261x12|PROJECTILE|Arene (667.0,79.0,-46.0)|06/10/2013 18:01:38 CEST|gotobe_2000 a tue TheKamilow avec bow & arrow
gotobe_2000|||LAVA|Arene (670.0,36.0,-38.0)|06/10/2013 18:02:17 CEST|gotobe_2000 est tombe dans la lave ...
TheKamilow|||LAVA|Arene (688.0,35.0,-5.0)|06/10/2013 18:02:18 CEST|TheKamilow as nage dans la lave ....
Maniacraft|adr725|261x0|PROJECTILE|Arene (693.0,79.0,-2.0)|06/10/2013 18:02:23 CEST|adr725 a tue Maniacraft avec bow & arrow
adr725|TheKamilow|261x12|PROJECTILE|Arene (718.0,80.0,-38.0)|06/10/2013 18:03:08 CEST|TheKamilow a tue adr725 avec bow & arrow
gotobe_2000|||LAVA|Arene (712.0,36.0,-39.0)|06/10/2013 18:03:29 CEST|gotobe_2000 as nage dans la lave ....
TheKamilow|||FALL|Arene (713.0,40.0,-53.0)|06/10/2013 18:03:33 CEST|TheKamilow as des ailes defaillantes ...
adr725|Zombie||ENTITY_ATTACK|Arene (718.0,80.0,-41.0)|06/10/2013 18:03:36 CEST|adr725 a ete tuee par un Zombie
gotobe_2000|||LAVA|Arene (686.0,34.0,-42.0)|06/10/2013 18:03:56 CEST|gotobe_2000 as confondus eau et lave ...
TheKamilow|adr725|261x0|PROJECTILE|Arene (700.0,80.0,4.0)|06/10/2013 18:04:23 CEST|adr725 a tue TheKamilow avec bow & arrow
gotobe_2000|||LAVA|Arene (688.0,36.0,-52.0)|06/10/2013 18:04:43 CEST|gotobe_2000 est tombe dans la lave ...
adr725|||LAVA|Arene (688.0,37.0,-54.0)|06/10/2013 18:04:48 CEST|adr725 as nage dans la lave ....
sptim|||FALL|Arene (641.0,102.0,-40.0)|06/10/2013 18:05:09 CEST|sptim as plonger la tete la premiere sur de la pierre ....
TheKamilow|||LAVA|Arene (686.0,34.0,-21.0)|06/10/2013 18:05:12 CEST|TheKamilow as nage dans la lave ....
gotobe_2000|||LAVA|Arene (699.0,34.0,-27.0)|06/10/2013 18:05:28 CEST|gotobe_2000 est tombe dans la lave ...
Maniacraft|TheKamilow|261x25|PROJECTILE|Arene (662.0,79.0,-50.0)|06/10/2013 18:06:27 CEST|TheKamilow a tue Maniacraft avec bow & arrow
TheKamilow|gotobe_2000|272x14|ENTITY_ATTACK|Arene (670.0,79.0,-45.0)|06/10/2013 18:06:49 CEST|gotobe_2000 a tue TheKamilow avec stone sword
gotobe_2000|Zombie||ENTITY_ATTACK|Arene (666.0,79.0,-57.0)|06/10/2013 18:06:57 CEST|gotobe_2000 a ete tuee par un Zombie
gotobe_2000|||LAVA|Arene (701.0,37.0,-23.0)|06/10/2013 18:07:25 CEST|gotobe_2000 est tombe dans la lave ...
Maniacraft|TheKamilow|261x33|PROJECTILE|Arene (696.0,79.0,-32.0)|06/10/2013 18:07:26 CEST|TheKamilow a tue Maniacraft avec bow & arrow
TheKamilow|||FIRE|Arene (664.0,35.0,-35.0)|06/10/2013 18:07:55 CEST|TheKamilow forgot how to stop, drop and roll
gotobe_2000|||LAVA|Arene (696.0,34.0,-48.0)|06/10/2013 18:08:20 CEST|gotobe_2000 as nage dans la lave ....
Maniacraft|Zombie||ENTITY_ATTACK|Arene (702.0,79.0,-59.0)|06/10/2013 18:08:35 CEST|Maniacraft a ete tuee par un Zombie
TheKamilow|||FIRE|Arene (672.0,36.0,-52.0)|06/10/2013 18:09:10 CEST|TheKamilow forgot how to stop, drop and roll
Maniacraft|sptim|272x7|ENTITY_ATTACK|Arene (665.0,79.0,-52.0)|06/10/2013 18:09:24 CEST|sptim a tue Maniacraft avec stone sword
sptim|gotobe_2000|261x65|PROJECTILE|Arene (663.0,79.0,-56.0)|06/10/2013 18:09:26 CEST|gotobe_2000 a tue sptim avec bow & arrow
TheKamilow|||DROWNING|Spawn (-504.0,21.0,237.0)|06/10/2013 18:09:42 CEST|TheKamilow drowned
gotobe_2000|Zombie||ENTITY_ATTACK|Arene (708.0,79.0,-15.0)|06/10/2013 18:10:25 CEST|gotobe_2000 a ete tuee par un Zombie
Maniacraft|||LAVA|Arene (712.0,38.0,-37.0)|06/10/2013 18:11:01 CEST|Maniacraft as confondus eau et lave ...
gotobe_2000|||FALL|Arene (676.0,47.0,11.0)|06/10/2013 18:11:07 CEST|gotobe_2000 as plonger la tete la premiere sur de la pierre ....
TheKamilow|||FALL|Arene (665.0,51.0,11.0)|06/10/2013 18:11:12 CEST|TheKamilow as des ailes defaillantes ...
sptim|||FIRE_TICK|Arene (643.0,102.0,-35.0)|06/10/2013 18:11:38 CEST|sptim forgot how to stop, drop and roll
sptim|TheKamilow|272x61|ENTITY_ATTACK|Arene (686.0,79.0,-5.0)|06/10/2013 18:11:54 CEST|TheKamilow a tue sptim avec stone sword
gotobe_2000|||LAVA|Arene (688.0,39.0,2.0)|06/10/2013 18:11:56 CEST|gotobe_2000 est tombe dans la lave ...
Fushiin|Creeper||ENTITY_ATTACK|Magellan (-43.0,64.0,833.0)|06/10/2013 18:12:09 CEST|Fushiin etait tue par un creeper !
TheKamilow|||FALL|Arene (656.0,46.0,-56.0)|06/10/2013 18:12:50 CEST|TheKamilow as des ailes defaillantes ...
gotobe_2000|TheKamilow|272x97|ENTITY_ATTACK|Arene (704.0,80.0,-45.0)|06/10/2013 18:13:19 CEST|TheKamilow a tue gotobe_2000 avec stone sword
TheKamilow|sptim|272x30|ENTITY_ATTACK|Arene (664.0,79.0,-8.0)|06/10/2013 18:13:38 CEST|sptim a tue TheKamilow avec stone sword
Maniacraft|||LAVA|Arene (686.0,35.0,-23.0)|06/10/2013 18:13:53 CEST|Maniacraft as nage dans la lave ....
gotobe_2000|||LAVA|Arene (669.0,41.0,-25.0)|06/10/2013 18:13:56 CEST|gotobe_2000 as confondus eau et lave ...
sptim|R98|267x3|ENTITY_ATTACK|Arene (653.0,79.0,-18.0)|06/10/2013 18:14:01 CEST|R98 a tue sptim avec iron sword
TheKamilow|R98|267x6|ENTITY_ATTACK|Arene (685.0,79.0,-14.0)|06/10/2013 18:14:14 CEST|R98 a tue TheKamilow avec iron sword
sptim|||FALL|Arene (686.0,79.0,-31.0)|06/10/2013 18:14:25 CEST|sptim as plonger la tete la premiere sur de la pierre ....
gotobe_2000|||LAVA|Arene (679.0,43.0,-14.0)|06/10/2013 18:14:26 CEST|gotobe_2000 as confondus eau et lave ...
sptim|gotobe_2000|272x33|ENTITY_ATTACK|Arene (660.0,79.0,-10.0)|06/10/2013 18:15:11 CEST|gotobe_2000 a tue sptim avec stone sword
TheKamilow|Zombie||ENTITY_ATTACK|Arene (660.0,79.0,-24.0)|06/10/2013 18:15:18 CEST|TheKamilow a ete tuee par un Zombie
gotobe_2000|||LAVA|Arene (667.0,38.0,-7.0)|06/10/2013 18:15:27 CEST|gotobe_2000 as confondus eau et lave ...
R98|||FALL|Arene (646.0,48.0,-17.0)|06/10/2013 18:15:35 CEST|R98 as plonger la tete la premiere sur de la pierre ....
TheKamilow|||FALL|Arene (674.0,47.0,-70.0)|06/10/2013 18:16:00 CEST|TheKamilow as plonger la tete la premiere sur de la pierre ....
TheKamilow|||LAVA|Arene (677.0,37.0,-17.0)|06/10/2013 18:16:27 CEST|TheKamilow est tombe dans la lave ...
gotobe_2000|||LAVA|Arene (666.0,34.0,-33.0)|06/10/2013 18:16:48 CEST|gotobe_2000 as nage dans la lave ....
sptim|||FALL|Arene (686.0,79.0,-31.0)|06/10/2013 18:16:57 CEST|sptim as des ailes defaillantes ...
TheKamilow|||FIRE_TICK|Arene (683.0,79.0,-9.0)|06/10/2013 18:16:57 CEST|TheKamilow a ete brule a mort !
sptim|||FALL|Arene (686.0,79.0,-31.0)|06/10/2013 18:17:23 CEST|sptim as des ailes defaillantes ...
R98|sptim|272x59|ENTITY_ATTACK|Arene (681.0,80.0,-33.0)|06/10/2013 18:17:36 CEST|sptim a tue R98 avec stone sword
gotobe_2000|||LAVA|Arene (686.0,34.0,-22.0)|06/10/2013 18:18:03 CEST|gotobe_2000 est tombe dans la lave ...
R98|Zombie||ENTITY_ATTACK|Arene (677.0,79.0,-64.0)|06/10/2013 18:18:27 CEST|R98 a ete tuee par un Zombie
gotobe_2000|||FIRE|Arene (692.0,32.0,-35.0)|06/10/2013 18:18:31 CEST|gotobe_2000 forgot how to stop, drop and roll
R98|Zombie||ENTITY_ATTACK|Arene (680.0,79.0,-62.0)|06/10/2013 18:18:44 CEST|R98 a ete tuee par un Zombie
R98|||LAVA|Arene (675.0,42.0,-50.0)|06/10/2013 18:18:57 CEST|R98 est tombe dans la lave ...
sptim|||FIRE_TICK|Arene (687.0,79.0,-11.0)|06/10/2013 18:19:28 CEST|sptim forgot how to stop, drop and roll
gotobe_2000|||FIRE_TICK|Arene (642.0,102.0,-38.0)|06/10/2013 18:19:35 CEST|gotobe_2000 forgot how to stop, drop and roll
TheKamilow|R98|261x12|PROJECTILE|Arene (704.0,79.0,-8.0)|06/10/2013 18:19:50 CEST|R98 a tue TheKamilow avec bow & arrow
sptim|||FALL|Arene (686.0,70.0,-24.0)|06/10/2013 18:19:52 CEST|sptim as plonger la tete la premiere sur de la pierre ....
sptim|||FALL|Arene (692.0,58.0,-5.0)|06/10/2013 18:20:05 CEST|sptim as plonger la tete la premiere sur de la pierre ....
R98|||FALL|Arene (706.0,48.0,9.0)|06/10/2013 18:20:23 CEST|R98 as des ailes defaillantes ...
creeleur79|||VOID|Arene (-198.0,-195.0,257.0)|06/10/2013 18:20:46 CEST|creeleur79 est tombe dans le vide !
sptim|R98|261x21|PROJECTILE|Arene (693.0,79.0,-7.0)|06/10/2013 18:21:14 CEST|R98 a tue sptim avec bow & arrow
sptim|||FALL|Arene (685.0,61.0,-24.0)|06/10/2013 18:22:03 CEST|sptim as plonger la tete la premiere sur de la pierre ....
sptim|||FIRE|Arene (696.0,38.0,-35.0)|06/10/2013 18:22:27 CEST|sptim forgot how to stop, drop and roll
R98|||LAVA|Arene (681.0,32.0,-37.0)|06/10/2013 18:22:53 CEST|R98 as nage dans la lave ....
TheKamilow|sptim|272x89|ENTITY_ATTACK|Arene (715.0,79.0,-47.0)|06/10/2013 18:23:08 CEST|sptim a tue TheKamilow avec stone sword
gotobe_2000|||LAVA|Arene (716.0,39.0,-46.0)|06/10/2013 18:23:12 CEST|gotobe_2000 est tombe dans la lave ...
sptim|||FALL|Arene (712.0,42.0,-57.0)|06/10/2013 18:23:36 CEST|sptim as plonger la tete la premiere sur de la pierre ....
gotobe_2000|||LAVA|Arene (686.0,34.0,-43.0)|06/10/2013 18:23:44 CEST|gotobe_2000 as confondus eau et lave ...
gotobe_2000|||FIRE|Arene (696.0,32.0,-31.0)|06/10/2013 18:24:32 CEST|gotobe_2000 forgot how to stop, drop and roll
sptim|||FIRE_TICK|Arene (687.0,79.0,-32.0)|06/10/2013 18:24:56 CEST|sptim a ete brule a mort !
gotobe_2000|R98|267x27|ENTITY_ATTACK|Arene (686.0,81.0,-30.0)|06/10/2013 18:24:58 CEST|R98 a tue gotobe_2000 avec iron sword
TheKamilow|||LAVA|Arene (666.0,37.0,-12.0)|06/10/2013 18:25:26 CEST|TheKamilow as nage dans la lave ....
sptim|R98|267x27|ENTITY_ATTACK|Arene (683.0,79.0,-24.0)|06/10/2013 18:25:37 CEST|R98 a tue sptim avec iron sword
gotobe_2000|||LAVA|Arene (683.0,43.0,-28.0)|06/10/2013 18:25:39 CEST|gotobe_2000 as confondus eau et lave ...
creeleur79|Araignee||ENTITY_ATTACK|Magellan (46.0,68.0,114.0)|06/10/2013 18:25:51 CEST|creeleur79 a ete tuee par un Araignee
thebeater2|||FIRE|Arene (688.0,34.0,-26.0)|06/10/2013 18:26:03 CEST|thebeater2 forgot how to stop, drop and roll
sptim|R98|261x32|PROJECTILE|Arene (669.0,79.0,-1.0)|06/10/2013 18:26:23 CEST|R98 a tue sptim avec bow & arrow
thebeater2|R98|261x32|PROJECTILE|Arene (666.0,79.0,-2.0)|06/10/2013 18:26:25 CEST|R98 a tue thebeater2 avec bow & arrow
TheKamilow|Zombie||ENTITY_ATTACK|Arene (674.0,79.0,-18.0)|06/10/2013 18:26:38 CEST|TheKamilow a ete tuee par un Zombie
R98|||FALL|Arene (695.0,48.0,13.0)|06/10/2013 18:26:44 CEST|R98 as plonger la tete la premiere sur de la pierre ....
sptim|creeleur79|267x19|ENTITY_ATTACK|Arene (695.0,79.0,-4.0)|06/10/2013 18:26:51 CEST|creeleur79 a tue sptim avec iron sword
gotobe_2000|Zombie||ENTITY_ATTACK|Arene (683.0,79.0,-57.0)|06/10/2013 18:27:02 CEST|gotobe_2000 a ete tuee par un Zombie
creeleur79|thebeater2|261x0|PROJECTILE|Arene (680.0,79.0,-3.0)|06/10/2013 18:27:02 CEST|thebeater2 a tue creeleur79 avec bow & arrow
thebeater2|||FIRE_TICK|Arene (667.0,79.0,-2.0)|06/10/2013 18:27:08 CEST|thebeater2 a ete brule a mort !
sptim|Thi191|267x104|ENTITY_ATTACK|Arene (674.0,80.0,-2.0)|06/10/2013 18:27:09 CEST|Thi191 a tue sptim avec iron sword
R98|||FALL|Arene (705.0,49.0,11.0)|06/10/2013 18:27:17 CEST|R98 as plonger la tete la premiere sur de la pierre ....
sptim|Thi191|267x105|ENTITY_ATTACK|Arene (696.0,79.0,-2.0)|06/10/2013 18:27:23 CEST|Thi191 a tue sptim avec iron sword
creeleur79|||FALL|Arene (704.0,51.0,13.0)|06/10/2013 18:27:24 CEST|creeleur79 as des ailes defaillantes ...
sptim|Thi191|267x105|ENTITY_ATTACK|Arene (682.0,79.0,-23.0)|06/10/2013 18:27:35 CEST|Thi191 a tue sptim avec iron sword
gotobe_2000|||FIRE_TICK|Arene (707.0,79.0,-5.0)|06/10/2013 18:27:53 CEST|gotobe_2000 a ete brule a mort !
thebeater2|||FALL|Arene (703.0,47.0,9.0)|06/10/2013 18:27:56 CEST|thebeater2 as des ailes defaillantes ...
Thi191|R98|267x28|ENTITY_ATTACK|Arene (696.0,80.0,4.0)|06/10/2013 18:27:59 CEST|R98 a tue Thi191 avec iron sword
sptim|Thi191|267x105|ENTITY_ATTACK|Arene (692.0,79.0,-11.0)|06/10/2013 18:28:10 CEST|Thi191 a tue sptim avec iron sword
Thi191|thebeater2|267x98|ENTITY_ATTACK|Arene (690.0,79.0,-12.0)|06/10/2013 18:28:11 CEST|thebeater2 a tue Thi191 avec iron sword
R98|||LAVA|Arene (690.0,35.0,-6.0)|06/10/2013 18:28:15 CEST|R98 as nage dans la lave ....
creeleur79|Thi191|267x105|ENTITY_ATTACK|Arene (682.0,79.0,-46.0)|06/10/2013 18:28:48 CEST|Thi191 a tue creeleur79 avec iron sword
sptim|||LAVA|Arene (676.0,43.0,-7.0)|06/10/2013 18:28:49 CEST|sptim as confondus eau et lave ...
gotobe_2000|||LAVA|Arene (699.0,43.0,-22.0)|06/10/2013 18:28:55 CEST|gotobe_2000 est tombe dans la lave ...
thebeater2|creeleur79|261x58|PROJECTILE|Arene (692.0,79.0,-11.0)|06/10/2013 18:28:59 CEST|creeleur79 a tue thebeater2 avec bow & arrow
Thi191|sptim|272x115|ENTITY_ATTACK|Arene (685.0,79.0,-17.0)|06/10/2013 18:29:02 CEST|sptim a tue Thi191 avec stone sword
creeleur79|sptim|272x118|ENTITY_ATTACK|Arene (691.0,80.0,-26.0)|06/10/2013 18:29:08 CEST|sptim a tue creeleur79 avec stone sword
sptim|thebeater2|261x0|PROJECTILE|Arene (689.0,79.0,-22.0)|06/10/2013 18:29:10 CEST|thebeater2 a tue sptim avec bow & arrow
Thi191|creeleur79|267x22|ENTITY_ATTACK|Arene (693.0,79.0,-30.0)|06/10/2013 18:29:20 CEST|creeleur79 a tue Thi191 avec iron sword
creeleur79|TheKamilow|272x50|ENTITY_ATTACK|Arene (693.0,79.0,-30.0)|06/10/2013 18:29:22 CEST|TheKamilow a tue creeleur79 avec stone sword
sptim|thebeater2|261x0|PROJECTILE|Arene (683.0,79.0,-1.0)|06/10/2013 18:29:23 CEST|thebeater2 a tue sptim avec bow & arrow
creeleur79|Thi191|267x108|ENTITY_ATTACK|Arene (685.0,79.0,-15.0)|06/10/2013 18:29:30 CEST|Thi191 a tue creeleur79 avec iron sword
Thi191|thebeater2|267x100|ENTITY_ATTACK|Arene (684.0,79.0,-14.0)|06/10/2013 18:29:31 CEST|thebeater2 a tue Thi191 avec iron sword
sptim|thebeater2|267x102|ENTITY_ATTACK|Arene (684.0,79.0,-13.0)|06/10/2013 18:29:40 CEST|thebeater2 a tue sptim avec iron sword
gotobe_2000|||LAVA|Arene (691.0,34.0,-53.0)|06/10/2013 18:29:40 CEST|gotobe_2000 as confondus eau et lave ...
thebeater2|creeleur79|267x26|ENTITY_ATTACK|Arene (685.0,79.0,-11.0)|06/10/2013 18:29:41 CEST|creeleur79 a tue thebeater2 avec iron sword
Thi191|creeleur79|267x30|ENTITY_ATTACK|Arene (684.0,79.0,-7.0)|06/10/2013 18:29:44 CEST|creeleur79 a tue Thi191 avec iron sword
creeleur79|||FALL|Arene (644.0,102.0,-33.0)|06/10/2013 18:29:50 CEST|creeleur79 as plonger la tete la premiere sur de la pierre ....
sptim|||FIRE_TICK|Arene (686.0,79.0,-33.0)|06/10/2013 18:30:00 CEST|sptim forgot how to stop, drop and roll
Thi191|sptim|272x123|ENTITY_ATTACK|Arene (689.0,79.0,-35.0)|06/10/2013 18:30:12 CEST|sptim a tue Thi191 avec stone sword
gotobe_2000|sptim|272x125|ENTITY_ATTACK|Arene (705.0,80.0,-45.0)|06/10/2013 18:30:20 CEST|sptim a tue gotobe_2000 avec stone sword
TheKamilow|Zombie||ENTITY_ATTACK|Arene (663.0,79.0,-58.0)|06/10/2013 18:30:26 CEST|TheKamilow a ete tuee par un Zombie
sptim|R98|267x32|ENTITY_ATTACK|Arene (706.0,79.0,-51.0)|06/10/2013 18:30:28 CEST|R98 a tue sptim avec iron sword
sptim|||FALL|Arene (658.0,50.0,4.0)|06/10/2013 18:30:49 CEST|sptim as plonger la tete la premiere sur de la pierre ....
thebeater2|||LAVA|Arene (660.0,36.0,-2.0)|06/10/2013 18:30:49 CEST|thebeater2 as confondus eau et lave ...
thebeater2|creeleur79|261x70|PROJECTILE|Arene (683.0,79.0,-8.0)|06/10/2013 18:31:04 CEST|creeleur79 a tue thebeater2 avec bow & arrow
R98|||FIRE_TICK|Arene (674.0,79.0,-57.0)|06/10/2013 18:31:07 CEST|R98 forgot how to stop, drop and roll
creeleur79|Zombie||ENTITY_ATTACK|Arene (675.0,79.0,-15.0)|06/10/2013 18:31:08 CEST|creeleur79 a ete tuee par un Zombie
gotobe_2000|||LAVA|Arene (711.0,40.0,-54.0)|06/10/2013 18:31:20 CEST|gotobe_2000 as nage dans la lave ....
creeleur79|||FIRE|Arene (680.0,34.0,-38.0)|06/10/2013 18:31:22 CEST|creeleur79 a ete brule a mort !
adr725|TheKamilow|261x2|PROJECTILE|Arene (704.0,79.0,-48.0)|06/10/2013 18:31:22 CEST|TheKamilow a tue adr725 avec bow & arrow
TheKamilow|thebeater2|261x0|PROJECTILE|Arene (717.0,79.0,-18.0)|06/10/2013 18:31:35 CEST|thebeater2 a tue TheKamilow avec bow & arrow
adr725|thebeater2|267x102|ENTITY_ATTACK|Arene (698.0,79.0,-1.0)|06/10/2013 18:31:50 CEST|thebeater2 a tue adr725 avec iron sword
thebeater2|adr725|267x6|ENTITY_ATTACK|Arene (695.0,79.0,5.0)|06/10/2013 18:32:00 CEST|adr725 a tue thebeater2 avec iron sword
creeleur79|adr725|267x8|ENTITY_ATTACK|Arene (696.0,80.0,2.0)|06/10/2013 18:32:03 CEST|adr725 a tue creeleur79 avec iron sword
adr725|||FIRE|Arene (685.0,34.0,-26.0)|06/10/2013 18:32:14 CEST|adr725 a ete brule a mort !
crafter200|||FIRE|Arene (685.0,36.0,-26.0)|06/10/2013 18:32:15 CEST|crafter200 a ete brule a mort !
creeleur79|||FALL|Arene (644.0,102.0,-33.0)|06/10/2013 18:32:15 CEST|creeleur79 as des ailes defaillantes ...
thebeater2|||FALL|Arene (672.0,79.0,4.0)|06/10/2013 18:32:36 CEST|thebeater2 as des ailes defaillantes ...
adr725|crafter200|267x4|ENTITY_ATTACK|Arene (672.0,80.0,-3.0)|06/10/2013 18:32:36 CEST|crafter200 a tue adr725 avec iron sword
creeleur79|gotobe_2000|272x79|ENTITY_ATTACK|Arene (709.0,80.0,-34.0)|06/10/2013 18:32:42 CEST|gotobe_2000 a tue creeleur79 avec stone sword
gotobe_2000|adr725|267x11|ENTITY_ATTACK|Arene (710.0,79.0,-33.0)|06/10/2013 18:32:45 CEST|adr725 a tue gotobe_2000 avec iron sword
crafter200|adr725|267x13|ENTITY_ATTACK|Arene (686.0,79.0,-27.0)|06/10/2013 18:32:51 CEST|adr725 a tue crafter200 avec iron sword
creeleur79|||FALL|Arene (644.0,102.0,-33.0)|06/10/2013 18:32:56 CEST|creeleur79 as plonger la tete la premiere sur de la pierre ....
adr725|thebeater2|267x102|ENTITY_ATTACK|Arene (684.0,80.0,-10.0)|06/10/2013 18:32:58 CEST|thebeater2 a tue adr725 avec iron sword
TheKamilow|Zombie||ENTITY_ATTACK|Arene (710.0,79.0,-48.0)|06/10/2013 18:33:00 CEST|TheKamilow a ete tuee par un Zombie
